,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.05994050097528096,0.05037603083830173,0.09823192107834876,0.06442912434947354
1,3,0.07327993003388121,0.06237584780486491,0.11785051730076028,0.07862886903430862
2,6,0.08087152670696493,0.06912344394762693,0.13056409673303232,0.08714874942849249
3,9,0.08643534657139416,0.0742145474852995,0.13913785838983492,0.09342841977646214
4,12,0.09028347698346517,0.07748302015718489,0.14487610275404325,0.0973773883240043
5,15,0.09287872639128747,0.0798267412183032,0.1492213743419203,0.10035154053006598
6,18,0.09513563175249634,0.08160690396470709,0.15217141357767322,0.10235836095584769
7,21,0.09604460207510235,0.0824718429744084,0.15360378359866889,0.10344392964525315
8,24,0.09730091817620418,0.08346655217029425,0.15497392756615036,0.10445465315661466
9,27,0.09812087582048064,0.0843714229511607,0.1561862547496374,0.10547619239186051
10,30,0.098463203909819,0.08461391913976078,0.15690183279792289,0.10587145608553081
11,33,0.09883231533700482,0.08510450038607796,0.1573204797951004,0.10638412598544958
12,36,0.09929830662061641,0.08509836809692331,0.15838579565974822,0.10656785049116278
13,39,0.09933473579807575,0.08537553288629515,0.15834799065558608,0.10684747315364349
14,42,0.09944622732690021,0.0855433120308751,0.15893049814550425,0.10717467033748622
15,45,0.09957674458022785,0.08556126286275614,0.15909055412263928,0.1073138221760832
16,48,0.09971409896323725,0.0858490751500348,0.15923000106184357,0.1075437584708301
17,51,0.10016189227726072,0.08584450959050541,0.1593947830781328,0.10744376703306281
18,54,0.09986944748375272,0.08602587243139716,0.15944339514236688,0.10771037311422664
19,57,0.10001783632763149,0.0860484451732055,0.15969666742757677,0.10771385025209795
20,60,0.10001943001883473,0.08607482693663585,0.15967274746549412,0.1077234760154755
21,63,0.10004629208513599,0.08609327796012456,0.15928717475325643,0.10765505577841228
22,66,0.09976485843907913,0.08615092928047262,0.15981106718045662,0.1079486618738523
23,69,0.09971384807630071,0.0859996422353875,0.15966748869791464,0.10776165746065516
24,72,0.10004414433400477,0.08606735270281408,0.15969844032644911,0.10781571416438024
25,75,0.10011881884483106,0.08622619242661884,0.15979328848070457,0.10792839281449579
26,78,0.10021862484703317,0.08641952226073384,0.16003943417757535,0.10804943370159081
27,81,0.10044241870292314,0.08642728731554694,0.16028714452064724,0.10818755224295232
28,84,0.10018501983485952,0.08622251684843375,0.1597300077697364,0.10786888765445206
29,87,0.10066476846679144,0.08672303487948113,0.15982435960233318,0.10825080573687437
30,90,0.10012028382945218,0.08641675570797691,0.16005730804201848,0.10818942034399384
31,93,0.10043461554571628,0.08638839384715297,0.16041899400116127,0.10818386268698275
32,96,0.10036500848264043,0.08633466452726149,0.15985934207745958,0.10793371351541134
33,99,0.1001098454279654,0.08628490120889347,0.16033789086072134,0.10814231627957864
34,Final,0.1001098454279654,0.08628490120889347,0.16033789086072134,0.10814231627957864
