,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.058005196286303226,0.04926586265606399,0.0968628291295888,0.06357992934568128
1,3,0.07459347438655875,0.0631392297155279,0.12162150265244015,0.08028239102384636
2,6,0.08213416367276073,0.06962956273691329,0.133254969373238,0.08818263754207217
3,9,0.0875814401213397,0.07444423898123344,0.1407439283107925,0.09381859748084133
4,12,0.09095567722492973,0.0772483075255429,0.14624571655146804,0.09737846438612562
5,15,0.09356402834928272,0.07972317856635301,0.1498092565793081,0.10021759238076758
6,18,0.09486877755414441,0.08075321927086473,0.1523028191584919,0.10180084097857012
7,21,0.09603880551980652,0.08214817410001542,0.15432801413041228,0.10343918702516486
8,24,0.0965411704479527,0.08265534332670998,0.1552655460279531,0.10407549281151711
9,27,0.09748087690688693,0.08324685717672681,0.15654391388491956,0.10480943524716736
10,30,0.09818723778257947,0.08401118582996472,0.1567877346125125,0.10537483818169545
11,33,0.09846864299949126,0.08411380931656637,0.15755231460222835,0.10565724032720472
12,36,0.09842630797018954,0.08444784821804609,0.15787488803686953,0.10613433411156632
13,39,0.09898911745432713,0.08485148027846406,0.15831243842259965,0.1064824788039191
14,42,0.09893315724811445,0.08505509106005829,0.15832939262270881,0.10665088958157652
15,45,0.09933930499169498,0.08522287468811879,0.15822423103961253,0.10662407221227117
16,48,0.0992249294640222,0.08515733041319493,0.15902463737662254,0.10685644905689791
17,51,0.09925368396630006,0.08518677534536662,0.1591521377972048,0.10697023339408514
18,54,0.09943609416903688,0.08536969284332717,0.15886082239507054,0.10706472519858577
19,57,0.0996957248198804,0.08554380212904764,0.15878248685991223,0.1070451054528505
20,60,0.09964287108741003,0.08546522233372557,0.1588673728907489,0.10705082394972462
21,63,0.09947516381808506,0.0853861935822521,0.1588957450598171,0.10706897401085352
22,66,0.09923251155454266,0.08528803242486986,0.1591060148136556,0.10709026896150987
23,69,0.09926612005137543,0.08545946230322168,0.1595972614006786,0.10745356562934706
24,72,0.09960218517219054,0.08546117451418182,0.15951641830404187,0.10723279199025393
25,75,0.09933560850611779,0.08572336440373168,0.15962306254575143,0.10756893506118351
26,78,0.0996230459459276,0.08575370592904649,0.15946623318065878,0.10756741693022978
27,81,0.0997051897549651,0.0857311596832328,0.159741818558756,0.10756295907194326
28,84,0.09998524504505234,0.08600457299236938,0.16020399170218477,0.10786288987938154
29,87,0.0996536981481789,0.08586210812406622,0.15944027561776042,0.1075524752139053
30,90,0.10008494422404739,0.0860699458062247,0.15963631227190653,0.1076776060072292
31,93,0.09980356557646532,0.08597241339909953,0.15972789625952336,0.1077582500223744
32,96,0.09963801676328594,0.08596725751708512,0.1595803120999315,0.10777462160149968
33,99,0.09967219654780549,0.0860260200658014,0.15985070971373522,0.10780086413262838
34,Final,0.09967219654780549,0.0860260200658014,0.15985070971373522,0.10780086413262838
