,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.05976495928445161,0.049842522399957914,0.0980555896740165,0.06393002673322594
1,3,0.07556484715717625,0.06423903810629143,0.12270500545332519,0.08157694618268226
2,6,0.0853298394067601,0.07285416349067705,0.13625792582578344,0.09150537957114493
3,9,0.09072120560510734,0.07785383311332589,0.1445297444194354,0.09748997613808962
4,12,0.09387500693027867,0.08091054298580286,0.14938784720992598,0.10111736531330089
5,15,0.09622914354712953,0.08257513702375129,0.1524548905266743,0.1030756253016384
6,18,0.09711318705962509,0.08369537125964524,0.15401221803030232,0.10445254765163092
7,21,0.0979410292821859,0.08448246684328134,0.15544000059077992,0.1053684488739058
8,24,0.09865035797943911,0.08500570587037658,0.15630082325504718,0.10599844093600941
9,27,0.09896795943126557,0.08520115824623722,0.15674116187204976,0.10617339825396813
10,30,0.09926317363916287,0.08544936473917066,0.1575227809759457,0.10659373663604502
11,33,0.099333236963865,0.08549719363671743,0.1571378817739619,0.10661334488983021
12,36,0.09952416883641015,0.08572807585072252,0.1581857431085872,0.10714505296429487
13,39,0.09987919435047726,0.08592321980418378,0.15869664472629108,0.10735108711539754
14,42,0.09965207115806862,0.08593712283004559,0.15867910843931082,0.10740504575511764
15,45,0.10016455590073356,0.08618770314126536,0.15824735786606967,0.1073651978602976
16,48,0.09995954725467708,0.08610474101822574,0.15886118775142355,0.10760580611834962
17,51,0.09985401562085942,0.08618805001507773,0.15894110062580397,0.10775119926559903
18,54,0.09968577712376772,0.08604611429782229,0.1584598166770079,0.10745152080518568
19,57,0.10003719307994573,0.08616652387714999,0.15886648368039114,0.10767516898427112
20,60,0.10036153471512635,0.08624245501953659,0.15928976491212782,0.10774320724030134
21,63,0.10026890708056413,0.08636196691083182,0.15939601443891746,0.10787377733910786
22,66,0.10057244862976282,0.08642628461264382,0.1590584105452907,0.10773524623189977
23,69,0.10049258684069788,0.086384945904661,0.15923417239568427,0.10782944826736743
24,72,0.10031303429800491,0.08631682491886153,0.15908657183978508,0.10765285961257533
25,75,0.10062626868899423,0.08642692746760987,0.15933898211101913,0.10782192763111219
26,78,0.10045842377883975,0.08628249614326411,0.1585925275198184,0.10745964558404769
27,81,0.10039845743369794,0.0863883838781242,0.15913126410667014,0.10774296622115327
28,84,0.10090331599268693,0.0866637156517703,0.15926486132853263,0.10787621355246392
29,87,0.10048632039557832,0.08639997723285632,0.15908315303512283,0.10774151248125256
30,90,0.10038540705237661,0.08642215136919026,0.15936371694870607,0.10783611989046618
31,93,0.10092505302961319,0.08672538023758491,0.1595384161332688,0.1079947425135181
32,96,0.10111160560562117,0.08678121742864181,0.1592559657864697,0.10795916319105961
33,99,0.1006502704890218,0.08640207495564424,0.15950958507385218,0.10779927750171116
34,Final,0.1006502704890218,0.08640207495564424,0.15950958507385218,0.10779927750171116
