,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.05994822549398876,0.050117712294304534,0.09797787910142712,0.06408380633145978
1,3,0.08218097634954541,0.06942076038453739,0.13228805878689898,0.08780548991563004
2,6,0.08926093112429727,0.07597883790334369,0.14364384334253827,0.09594547659651848
3,9,0.0931321946202216,0.07937924761063221,0.14861789644773388,0.09968257362440198
4,12,0.09484504859334847,0.08130747967881978,0.15212401604974712,0.10218165280523443
5,15,0.09616571949792202,0.08240853643155817,0.1533831914944092,0.1033105329114336
6,18,0.09715994509834144,0.08315526040735927,0.15473622871115963,0.10408996302198334
7,21,0.09768140442587356,0.08359496531198601,0.15604332076071475,0.10482720135279046
8,24,0.09756487101322604,0.08371941820019607,0.15634961755534282,0.10514460309807569
9,27,0.09819535211390942,0.08431081705842158,0.1564509371889613,0.10551169591007724
10,30,0.0983376147080757,0.0844402670314757,0.15706241999809029,0.10581665605140006
11,33,0.09821473714547369,0.08457239331999682,0.15694779998884129,0.10590174109588141
12,36,0.0985676820621051,0.08474698754303026,0.1573589483372576,0.10613760075504901
13,39,0.09891721311232897,0.08503317943258948,0.15726752552058995,0.10622387169704708
14,42,0.09875835984908965,0.08493893623000058,0.15739141754052924,0.10623175034462617
15,45,0.09852592156836587,0.08464876389116795,0.1574769405048952,0.10604597511157635
16,48,0.09881357028129487,0.08493039725460617,0.15783561801447774,0.10636689890122399
17,51,0.09932786486050978,0.08521562232830684,0.1577560828966602,0.10648502916481382
18,54,0.09899054981155779,0.08504610385848906,0.15788549255681214,0.10645670325620168
19,57,0.09898471771880094,0.08509473388543351,0.15748484056901432,0.10640419031120224
20,60,0.09906013957587245,0.08504575471448822,0.15798002527766827,0.10647426272770061
21,63,0.09962083617249387,0.08531730203646701,0.15784621807042706,0.10653289054055973
22,66,0.09931302964619107,0.08521364265863335,0.1574889765428012,0.10640546128758381
23,69,0.09927488048494097,0.08541101428302293,0.15764323768817984,0.10662175889771604
24,72,0.09957542127847094,0.08543712218502432,0.15800120301098824,0.10666890522356028
25,75,0.09905701218284263,0.08529015017979391,0.15727970217019405,0.10641461688679307
26,78,0.09931763958272066,0.08522155544508486,0.15753697420735946,0.10635497128060509
27,81,0.0989960986653265,0.08518170028679718,0.15790384651073336,0.10653652379460109
28,84,0.09955404336574185,0.0855541495128332,0.15793026914959973,0.10670819343349705
29,87,0.09959564455316486,0.08566680744821102,0.15804549124881814,0.10683407544254914
30,90,0.09931761932258949,0.08564336477525122,0.1580882169945214,0.10686767509232509
31,93,0.09964463418903198,0.08561721363004833,0.15798977253390056,0.10672044361423777
32,96,0.09965390888940956,0.08566506641719791,0.15825575563933553,0.10683962155802026
33,99,0.09978049663517786,0.08573033958933768,0.15822391075438402,0.10689084714342331
34,Final,0.09978049663517786,0.08573033958933768,0.15822391075438402,0.10689084714342331
